SiteID,ChooseMe,SiteCode,SiteName,TribTo,RFPID,MouthLat,MouthLon,SiteLat,SiteLon,ParkLat,ParkLon,County,NearTown,TownCardinal,HUC12Watershed,NearRoadCross,AccessContactName,AccessContactPhone,AccessContactEmail,AccessParking,LocationNotes,YearResto,ExpFunction
335,FALSE,UnT20328of.Double,Unnamed.Tributary.20328.of.Double.Run,Double Run,,41.44988,-76.57673,41.44989,-76.57678,,,,,,,,,,,,At mouth. Evidence of fishing here,,
336,FALSE,UnT20331to.Big,Unnamed.Tributary.20331.to.Big.Run,Big Run,,41.47528,-76.55619,41.4787,-76.55315,,,,,,,,,,,,500m down trail from Cub s Nest Cabin,,
337,FALSE,UnT20434to.Pigeon,Unnamed.Tributary.20434.to.Pigeon.Creek,Pigeon Creek,,41.46457,-76.31811,41.46484,-76.31886,,,,,,,,,,,,Above Culvert on Pigeon Creek Road,,
338,FALSE,UnT20435to.Pigeon,Unnamed.Tributary.20435.to.Pigeon.Creek,Pigeon Creek,,41.46932,-76.31491,41.46959,-76.31544,,,,,,,,,,,,Above Culvert on Pigeon Creek Road,,
339,FALSE,UnT20683to.Butternut,Unnamed.Tributary.20683.to.Butternut.Run,Butternut Run,,41.48037,-76.86049,41.48037,-76.86049,,,,,,,,,,,,At mouth,,
340,FALSE,UnT20692to.NorthPleasantStream,Unnamed.Tributary.20692.to.North.Pleasant.Stream,North Pleasant Stream,,41.51281,-76.81973,41.51284,-76.81972,,,,,,,,,,,,At mouth to North Pleasant Stream,,
341,FALSE,UnT20693to.NorthPleasantStream,Unnamed.Tributary.20693.to.North.Pleasant.Stream,North Pleasant Stream,,41.51603,-76.82012,41.51603,-76.82012,,,,,,,,,,,,At mouth to North Pleasant Stream,,
342,FALSE,UnT20694to.NorthPleasantStream,Unnamed.Tributary.20694.to.North.Pleasant.Stream,North Pleasant Stream,,41.5263,-76.81574,41.52649,-76.81601,,,,,,,,,,,,At mouth to North Pleasant Stream,,
343,FALSE,UnT20695to.PleasantStream,Unnamed.Tributary.20695.to.Pleasant.Stream,Pleasant Stream,,41.50805,-76.81554,41.5079,-76.81567,,,,,,,,,,,,Above Culvert on Masten Road,,
344,FALSE,Warrior.WestSusquehannaRiver,Warrior.Run,West Branch Susquehanna River,,41.0732,-76.855064,41.10091,-76.79593,,,,,,,,,,,,Warrior Run high school cross country course by RR tracks,,
345,FALSE,X5thBottom.PleasantStream,X5th.Bottom.Hollow,Pleasant Stream,,41.495277,-76.902779,41.4954,-76.9016,,,,,,,,,,,,At mouth,,
346,FALSE,X7thBottom.PleasantStream,X7th.Bottom.Hollow,Pleasant Stream,,41.495277,-76.688999,41.49511,-76.8895,,,,,,,,,,,,10m from mouth. 1st 10 m dry.,,
347,FALSE,X8thBottom.PleasantStream,X8th.Bottom.Hollow,Pleasant Stream,,41.491669,-76.881386,41.49157,-76.88083,,,,,,,,,,,,At mouth,,
348,FALSE,BigSpring.Sherman,Big.Spring.Run,Sherman Creek,,40.270917,-77.630267,40.26754,-77.64741,,,,,,,,,,,,Tuscarora Park on trail Behind Pavilion,,
349,FALSE,Browns.Shermans,Browns.Run,Shermans Creek,,40.261751,-77.594711,40.261751,-77.594711,,,,,,,,,,,,Off Faller Hollow Road at Faller Hallows Campground,,
350,FALSE,Cabin.Schrader,Cabin.Run.,Schrader Creek,,41.602222,-76.676944,41.59981,-76.67905,,,,,,,,,,,,up off of the Valley floor dry for 750M from mouth,,
351,FALSE,Carbon.Shamokin,Carbon.Run,Shamokin Creek,,40.78872,-76.564428,40.78761,-76.56154,,,,,,,,,,,,Above Wilson testing laboratories,,
352,FALSE,Carbon.Schrader,Carbon.Run,Schrader Creek,,41.630556,-76.643333,41.63092,-76.64302,,,,,,,,,,,,At mouth,,
353,FALSE,Coal.Shamokin,Coal.Run,Shamokin Creek,,40.791304,-76.5537,40.790331,-76.545,,,,,,,,,,,,North of east spurzheim street on east water street,,
354,FALSE,Coal.NorthBuffalo,Coal.Run,North Branch Buffalo Creek,,40.934403,-77.043274,40.93419,-77.047241,,,,,,,,,,,,At rock culvert of Johnstown and Green Ridge Road,,
355,FALSE,ColdSpring.Schrader,Cold.Spring,Schrader Creek,,41.59238,-76.7312,41.59238,-76.7312,,,,,,,,,,,,dry about 400m from the mouth  300m above the culvert on schrader creek road,,
356,FALSE,ColdSpring.Shaeffers,Cold.Spring.Run,Shaeffers Run,,40.251474,-77.577488,40.248865,-77.574751,,,,,,,,,,,,225m from culvert on Laurel Road,,
357,FALSE,DoenewUnt.LakeMokoma,Doe.Run..new.Un.named.trib.,Lake Mokoma,,41.41075,-76.49323,41.41075,-76.49323,,,,,,,,,,,,At mouth,,
358,FALSE,Falls.Schrader,Falls.Creek,Schrader Creek,,41.640278,-76.593889,41.64136,-76.59359,,,,,,,,,,,,At bridge on gamelands Road. Old limestone treatment dam blown out  no longer working.,,
359,FALSE,Furnace.Shamokin,Furnace.Run,Shamokin Creek,,40.785954,-76.569015,40.78807,-76.56737,,,,,,,,,,,,Arch Street behind the car wash,,
360,FALSE,Harts.Hemlock,Harts.Run,Hemlock Run,,40.257306,-77.63249,40.23371,-77.641352,,,,,,,,,,,,Off Hemlock Road at Culvert,,
361,FALSE,Henstep.Penns,Henstep.Run.,Penns Creek,,40.858612,-77.245003,40.85735,-77.24712,,,,,,,,,,,,Not given,,
362,FALSE,KohlerValley.Penns,Kohler.Valley.Run,Penns Creek,,40.789831,-77.621127,40.78761,-77.62001,,,,,,,,,,,,Below George HWY on Bloom Road John Bloomes Property south of HWY split,,
363,FALSE,Leininger.Mahantango,Leininger.Run,Mahantango Creek,,40.642584,-77.006091,40.642584,-77.006091,,,,,,,,,,,,Mouth,,
364,FALSE,Lick.Penns,Lick.Hollow,Penns Creek,,40.847753,-77.424998,40.8493,-77.4238,,,,,,,,,,,,Lick Hollow Road,,
365,FALSE,Locustcreek.Shamokin,Locust.creek,Shamokin Creek,,40.78034,-76.45501,40.78034,-76.45501,,,,,,,,,,,,Culvert on 901 W,,
366,FALSE,McCraney.LittleSchrader,McCraney.Run,Little Schrader Creek,,41.637222,-76.673333,41.63787,-76.67266,,,,,,,,,,,,At mouth  Along game commission road.,,
367,FALSE,Monongahela.Penns,Monongahela.Creek,Penns Creek,,40.877403,-76.876186,40.847488,-76.927727,,,,,,,,,,,,Above Bridge on Salem Road,,
368,FALSE,Mud.Chillisquaque,Mud.Creek,Chillisquaque Creek,,41.05329,-76.66695,41.05329,-76.66695,,,,,,,,,,,,dns of access road bridge to the plant,,
369,FALSE,NorthShamokinCree.Shamokin,North.Branch.Shamokin.Creek,Shamokin Creek,,40.791475,-76.441342,40.791475,-76.441342,,,,,,,,,,,,Off of trail near quarry by 54,,
370,FALSE,Patterson.Hemlock,Patterson.Run,Hemlock Run,,40.257306,-77.631934,40.2369,-76.6368,,,,,,,,,,,,Headwaters of Patterson  200m off Hemlock Road,,
371,FALSE,PotatoValley.Mahantango,Potato.Valley.Run,Mahantango Creek,,40.714057,-77.001815,40.71405,-77.00099,,,,,,,,,,,,At mouth,,
372,FALSE,Quaker.Mahantango,Quaker.Run,Mahantango Creek,,40.647307,-76.965534,40.663266,-77.033439,,,,,,,,,,,,,,
373,FALSE,Quaker.Shamokin,Quaker.Run,Shamokin Creek,,40.7829,-76.522225,40.7829,-76.522225,,,,,,,,,,,,Down stream of culvert off of 901 before junction to 61,,
374,FALSE,Stillhouse.Penns,Stillhouse.Hollow.,Penns Creek,,40.85069,-77.47634,40.85712,-77.46132,,,,,,,,,,,,Off stillhouse Road at little building,,
375,FALSE,Stoney.Buffalo,Stoney.Run,Buffalo Creek,,40.961463,-77.003278,40.961463,-77.003278,,,,,,,,,,,,Buffalo crossroads culvert,,
376,FALSE,Thomas.Schrader,Thomas.Run,Schrader Creek,,41.602222,-76.676389,41.604403,-76.678416,,,,,,,,,,,,Above culvert on schrader creek road. Dry from 450M from mouth,,
377,FALSE,TroutValley.Mahantango,Trout.Valley.Run,Mahantango Creek,,40.71836,-76.96169,40.72121,-76.961616,,,,,,,,,,,,At Zeigler s on Hoffer Road,,
378,FALSE,Unt20183.Streby,Un...named.tributary.20183,Streby Run,,41.54931,-76.54984,41.54931,-76.5498,,,,,,,,,,,,above and below the culvert by state road 4016  A drop of 2 feet at the mouth to streby in addition to a 4ft drop from the culvert to the streams mouth,,
379,FALSE,UnNamedT18837.Beaver,Un.Named.Trib.18837,Beaver Run,,41.09289,-76.73789,41.075,-76.74551,,,,,,,,,,,,,,
380,FALSE,UnNamedT18879.Chillisquaque,Un.Named.Trib.18879,Chillisquaque Creek,,41.12351,-76.66829,41.12351,-76.66829,,,,,,,,,,,,West branch trail of Montour preserve,,
381,FALSE,UnNamedT18900.Chillisquaque,Un.Named.Trib.18900,Chillisquaque Creek,,41.11607,-76.6151,41.11607,-76.6151,,,,,,,,,,,,Ants Hill Road quarter mile from junction West Route 44,,
382,FALSE,UnNamedT20396.Glass,Un.Named.Trib.20396,Glass Creek,,41.42828,-76.4158,41.42828,-76.4158,,,,,,,,,,,,Mouth,,
383,FALSE,UnNamedT20397.Glass,Un.Named.Trib.20397,Glass Creek,,41.42693,-76.41644,41.42561,-76.4143,,,,,,,,,,,,100 m down from tree fall next to bridge,,
384,FALSE,UnNamedT20398.Glass,Un.Named.Trib.20398,Glass Creek,,41.41968,-76.41839,41.41962,-76.41839,,,,,,,,,,,,Close to mouth,,
385,FALSE,UnNamedT64170.Chillisquaque,Un.Named.Trib.64170,Chillisquaque Creek,,41.05405,-76.67753,41.05386,-76.68817,,,,,,,,,,,,Fwr View Road,,
386,FALSE,Unt17396o.TroutValley,Un.named.tributary.17396.of.Trout.Valley.Run,Trout Valley Run,,40.71632,-76.9488,40.71833,-76.94925,,,,,,,,,,,,Steffen Valley Road near Stahl Hill Road,,
387,FALSE,Unt17398t.TroutValley,Un.named.tributary.17398.to.Trout.Valley.Run,Trout Valley Run,,40.71836,-76.96169,40.71836,-76.96169,,,,,,,,,,,,At mouth along Hoffer Run,,
388,FALSE,Unt17996t.Penns,Un.named.tributary.17996.to.Penns.Creek,Penns Creek,,40.79431,-76.86061,40.79461,-76.86061,,,,,,,,,,,,Near Selinsgrove Borough mulching site,,
389,FALSE,Unt17999o.Penns,Un.named.tributary.17999.of.Penns.Creek,Penns Creek,,40.80662,-76.85374,40.80661,-76.85373,,,,,,,,,,,,Backwater of Penns Creek + Rt 15. Not distinguishable from Penns Creek,,
390,FALSE,Unt18000o.Penns,Un.named.tributary.18000.of.Penns.Creek,Penns Creek,,40.80925,-76.85058,40.80925,-76.85058,,,,,,,,,,,,Along Rt. 15,,
391,FALSE,Unt18002t.Penns,Un.named.tributary.18002.to.Penns.Creek,Penns Creek,,40.82354,-76.87289,40.823517,-76.901489,,,,,,,,,,,,Behind snyder county tractor pull,,
392,FALSE,Unt18003o.Penns,Un.named.tributary.18003.of.Penns.Creek,Penns Creek,,40.82348,-76.88145,40.823481,-76.881451,,,,,,,,,,,,Along Old Colony Road,,
393,FALSE,Unt18005o.Penns,Un.named.tributary.18005.of.Penns.Creek,Penns Creek,,40.826,-76.89395,40.826,-76.89395,,,,,,,,,,,,At Snyder County Tractor Pull. Outflow from a pond.,,
394,FALSE,Unt19056t.NorthBuffalo,Un.named.tributary.19056.to.North.Branch.Buffalo.Creek,North Branch Buffalo Creek,,40.96006,-77.12701,40.962012,-77.128698,,,,,,,,,,,,At mouth,,
395,FALSE,UnT19329.WhiteDeerHole,Un.named.Tributary.19329,White Deer Hole Creek,,41.089329,-77.12113,41.08932,-77.12114,,,,,,,,,,,,along 4th gap road at mouth,,
396,FALSE,UnNamedt19330.WhiteDeerHole,Un.Named.tributary.19330,White Deer Hole Creek,,41.08704,-77.12504,41.08704,-77.12504,,,,,,,,,,,,above culvert on gap road,,
397,FALSE,Unt19331.WhiteDeerHole,Un.named.tributary.19331,White Deer Hole Creek,,41.07528,-77.12004,41.07528,-77.12004,,,,,,,,,,,,At mouth,,
398,FALSE,UnT19332.WhiteDeerHole,Un.named.Tributary.19332,White Deer Hole Creek,,41.07344,-77.12181,41.07344,-77.12181,,,,,,,,,,,,at the mouth,,
399,FALSE,UNt20118.Elk,UN.named.tributary.20018..Baumunk.Branch.,Elk Creek,,41.53732,-76.67874,41.5374,-76.68011,,,,,,,,,,,,Battin Rd.,,
400,FALSE,Unt200195.Kettle,Un.named.tributary.20019.5,Kettle Creek,,41.41874,-76.63109,41.41874,-76.63109,,,,,,,,,,,,kettle creek club  not on the map but flows year round according to club,,
401,FALSE,Unt20020.Kettle,Un.named.tributary.20020,Kettle Creek,,41.42171,-76.62662,41.42179,-76.62655,,,,,,,,,,,,Kettle creek club,,
402,FALSE,UnT20070.Porter,Un.named.Tributary.20070,Porter Creek,,41.55354,-76.71284,41.55382,-76.71285,,,,,,,,,,,,rolands Rd.,,
403,FALSE,Unt20098.Blackwater,Un.named.tributary.20098,Blackwater Run,,41.50927,-76.61991,41.50927,-76.61992,,,,,,,,,,,,at mouth,,
404,FALSE,Unt20162.LittleLoyalsock,Un.named.tributary.20162,Little Loyalsock Creek,,41.4992,-76.59618,41.50619,-76.59099,,,,,,,,,,,,above culvert off rt 87,,
405,FALSE,Unt20163.LittleLoyalsock,Un.named.tributary.20163,Little Loyalsock Creek,,41.50494,-76.59223,41.50494,-76.59223,,,,,,,,,,,,Completely culverted from the pond to the trib,,
406,FALSE,UnT20165.Lick,Un.named.Tributary.20165,Lick Creek,,41.50881,-76.58461,41.51117,-76.58606,,,,,,,,,,,,dry at mouth for 250m  35m below culvert on mccarty ridge rd SR 4011,,
407,FALSE,unt20362.Dutchman,un.named.tributary.20362,Dutchman Run,,41.4407,-76.45386,41.4407,-76.4539,,,,,,,,,,,,below culvert off of 220,,
408,FALSE,Unt20408.Ellis,Un.named.tributary.20408,Ellis Creek,,41.43943,-76.37341,41.43818,-76.37341,,,,,,,,,,,,Just above mouth,,
409,FALSE,Unt20409.Ellis,Un.named.tributary.20409,Ellis Creek,,41.433,-76.37159,41.433,-76.37159,,,,,,,,,,,,left branch facing upstream according to maps,,
410,FALSE,Unt20417.Lopez,Un.named.tributary.20417,Lopez Creek,,41.44893,-76.32179,41.44893,-76.32979,,,,,,,,,,,,At mouth,,
411,FALSE,Unt20465.Santee,Un.named.tributary.20465,Santee Creek,,41.47246,-76.25835,41.47246,-76.25835,,,,,,,,,,,,mouth to santee creek,,
412,FALSE,UnT30346.DeepHollow,Un.named.Tributary.30346,Deep Hollow,,41.64993,-76.50212,41.64993,-76.50212,,,,,,,,,,,,1st UNT upstream deep hollow road,,
413,FALSE,UnNamedt30355.Millstone,Un.Named.tributary.30355,Millstone Creek,,41.62348,-76.53806,41.62348,-76.53806,,,,,,,,,,,,at the mouth,,
414,FALSE,Unt30371o.Schrader,Un.named.tributary.30371.of.Schrader.Creek,Schrader Creek,,41.63475,-76.59413,41.63452,-76.5942,,,,,,,,,,,,At mouth,,
415,FALSE,Unt30400t.Schrader,Un.named.tributary.30400.to.Schrader.Creek,Schrader Creek,,41.59903,-76.69151,41.59903,-76.69151,,,,,,,,,,,,Massive debris flow at mouth. No out flow present 75m either side of mouth GPS point.,,
416,FALSE,UnT30419.Schrader,Un.named.Tributary.30419,Schrader Creek,,41.58562,-76.75993,41.58562,-76.75943,,,,,,,,,,,,at  mouth large wetland that drains schrader creek,,
417,FALSE,Unt30420t.Schrader,Un.named.tributary.30420.to.Schrader.Creek,Schrader Creek,,41.58499,-76.76442,41.58471,-76.76464,,,,,,,,,,,,at the mouth,,
418,FALSE,UNNamedT30421.Schrader,UN.Named.Tributary.30421,Schrader Creek,,41.58515,-76.76714,41.58521,-76.76818,,,,,,,,,,,,at the mouth,,
419,FALSE,UNNamedT30423.Schrader,UN.Named.Tributary.30423,Schrader Creek,,41.58124,-76.78095,41.58038,-76.78166,,,,,,,,,,,,50m above mouth,,
420,FALSE,UNNamedT30424.Schrader,UN.Named.Tributary.30424,Schrader Creek,,41.57752,-76.78738,41.5725,-76.78738,,,,,,,,,,,,above culvert next to railroad road perpendicular to schrader creek,,
421,FALSE,UnT30426.Schrader,Un.named.Tributary.30426..wilson.run.,Schrader Creek,,41.58167,-76.79158,41.58167,-76.79158,,,,,,,,,,,,At mouth,,
422,FALSE,Unt30427.Schrader,Un.named.tributary.30427,Schrader Creek,,41.58353,-76.7946,41.58353,-76.7946,,,,,,,,,,,,At Mouth,,
423,FALSE,Unt64346t.Schrader,Un.named.tributary.64346.to.Schrader.Creek,Schrader Creek,,41.62455,-76.653487,41.625455,-76.653487,,,,,,,,,,,,At mouth. Too much sediment for BMI sampling.,,
424,FALSE,Unt64563o.Penns,Un.named.tributary.64563.of.Sinking.Creek.,Penns Creek,,40.83993,-77.62843,40.84029,-77.6284,,,,,,,,,,,,Indian Road off 45 East,,
425,FALSE,UNT20359toLoyalsock.Loyalsock,UN.Trib.20359.to.Loyalsock.Creek..AKA.Brook.Kedron,Loyalsock Creek,,41.4573,-76.47836,41.4573,-76.47836,,,,,,,,,,,,Downstream of Railroad Grade near Haystack Rapids,,
426,FALSE,UNTtoLoyalsock.Loyalsock,UN.Trib.to.Loyalsock.Creek..AKA.the.Race,Loyalsock Creek,,41.491953,-76.607427,41.49047,-76.601615,,,,,,,,,,,,Rt 87 at old trading post,,
427,FALSE,UNT17371.Mahantango,UNT.17371,Mahantango Creek,,40.65033,-76.96634,40.65033,-76.96634,,,,,,,,,,,,Above culvert along 104 on cherry lane,,
428,FALSE,UNT17372.Mahantango,UNT.17372,Mahantango Creek,,40.65108,-76.96264,40.65108,-76.96264,,,,,,,,,,,,Off of Oriental Road upstream of UNT17371,,
429,FALSE,UNT17373.Mahantango,UNT.17373,Mahantango Creek,,40.65119,-76.96675,40.65119,-76.96675,,,,,,,,,,,,200m up of oriental road bridge,,
430,FALSE,UNT17374.Mahantango,UNT.17374,Mahantango Creek,,40.65346,-76.96836,40.65367,-76.96793,,,,,,,,,,,,250ft from mouth about culvert on 104,,
431,FALSE,UNT17375.Mahantango,UNT.17375,Mahantango Creek,,40.66539,-76.97315,40.66539,-76.97315,,,,,,,,,,,,At Meiserville Mall behind the inn off 104,,
432,FALSE,UNT17699.Penns,UNT.17699,Penns Creek,,40.75534,-76.86041,40.750021,-76.873812,,,,,,,,,,,,Off Aquaduct Road  above culvert,,
433,FALSE,UNT17700toPenns.Penns,UNT.17700.to.Penns.Creek,Penns Creek,,40.74995,-76.87394,40.74995,-76.87394,,,,,,,,,,,,Aquaduct Road,,
434,FALSE,UNT17990ofPenns.Penns,UNT.17990.of.Penns.Creek,Penns Creek,,40.78488,-76.86606,40.785596,-76.868796,,,,,,,,,,,,In front of Companion Animal Hospital,,
435,FALSE,UNT17992ofPenns.Penns,UNT.17992.of.Penns.Creek,Penns Creek,,40.79336,-76.86607,40.793875,-76.865517,,,,,,,,,,,,Selinsgrove Park Life trail,,
436,FALSE,UNT17993toPenns.Penns,UNT.17993.to.Penns.Creek,Penns Creek,,40.79532,-76.87997,40.794318,-76.880054,,,,,,,,,,,,Not given,,
437,FALSE,UNT17994ofPenns.Penns,UNT.17994.of.Penns.Creek,Penns Creek,,40.80126,-76.89189,40.804089,-76.893022,,,,,,,,,,,,Dry,,
438,FALSE,UNT17995toPenns.Penns,UNT.17995.to.Penns.Creek,Penns Creek,,40.80093,-76.89502,40.80104,-76.89501,,,,,,,,,,,,SW of East Snyder Count + Part,,
439,FALSE,UNT17997ofPenns.Penns,UNT.17997.of.Penns.Creek.,Penns Creek,,40.7996,-76.85903,40.80083,-76.86909,,,,,,,,,,,,Bridge at Susquehanna Ave,,
440,FALSE,UNT17998toPenns.Penns,UNT.17998.to.Penns.Creek,Penns Creek,,40.80708,-76.85536,40.818228,-76.845915,,,,,,,,,,,,Gated Road off Old Trail at Power Grid,,
441,FALSE,UNT18001toPenns.Penns,UNT.18001.to.Penns.Creek,Penns Creek,,40.86173,-76.86729,40.81632,-76.87048,,,,,,,,,,,,Hawks Landscaping,,
442,FALSE,UNT18016toPenns.Penns,UNT.18016.to.Penns.Creek,Penns Creek,,40.83502,-76.87153,40.83516,-76.87341,,,,,,,,,,,,Above Culvert on Creek Road (Mill Road),,
443,FALSE,UNT18039toPenns.Penns,UNT.18039.to.Penns.Creek,Penns Creek,,40.85164,-76.87669,40.85178,-76.87647,,,,,,,,,,,,Culvert along Penns Creek Drive,,
444,FALSE,UNT18214toCherry.Cherry,UNT.18214.to.Cherry.Run,Cherry Run,,40.85796,-77.36017,40.85796,-77.36017,,,,,,,,,,,,Above culvert on Cherry Run Road,,
445,FALSE,UNT18215toCherry.Cherry,UNT.18215.to.Cherry.Run,Cherry Run,,40.86178,-77.35407,40.86178,-77.35407,,,,,,,,,,,,Above Colvert on Cherry Run Road,,
446,FALSE,UNT18216toCherry.Cherry,UNT.18216.to.Cherry.Run,Cherry Run,,40.86766,-77.33961,40.86766,-77.33961,,,,,,,,,,,,Culvert along Cherry Road,,
447,FALSE,UNT18219toSwift.Swift,UNT.18219.to.Swift.Run,Swift Run,,40.82449,-77.40451,40.82449,-77.40451,,,,,,,,,,,,Reed s Gap Spur,,
448,FALSE,UNT18220toSwift.Swift,UNT.18220.to.Swift.Run,Swift Run,,40.82388,-77.40482,40.82388,-77.40482,,,,,,,,,,,,Reed s Gap Spur,,
449,FALSE,UNT18221toSwift.Swift,UNT.18221.to.Swift.Run,Swift Run,,40.82313,-77.40468,40.82258,-77.40468,,,,,,,,,,,,25m up from mouth off of Reed s Gap Spur,,
450,FALSE,UNT18225toBigPoe.BigPoe,UNT.18225.to.Big.Poe.Creek,Big Poe Creek,,40.83329,-77.4266,40.83281,-77.42692,,,,,,,,,,,,Off Poe Vally Campsite,,
451,FALSE,UNT18228toBigPoe.BigPoe,UNT.18228.to.Big.Poe.Creek,Big Poe Creek,,40.80575,-77.51366,40.80782,-77.51381,,,,,,,,,,,,Off Poe Road at culvert,,
452,FALSE,UNT18229toBigPoe.BigPoe,UNT.18229.to.Big.Poe.Creek,Big Poe Creek,,40.801416,-77.52352,40.80152,-77.52484,,,,,,,,,,,,Mouth,,
453,FALSE,UNT18230toBigPoe.BigPoe,UNT.18230.to.Big.Poe.Creek,Big Poe Creek,,40.80155,-77.5257,40.80143,-77.52531,,,,,,,,,,,,Mouth,,
454,FALSE,UNT18234toPenns.Penns,UNT.18234.to.Penns.Creek,Penns Creek,,40.84483,-77.42785,40.84472,-77.42828,,,,,,,,,,,,Mouth across streams,,
455,FALSE,UNT18238toPenns.Penns,UNT.18238.to.Penns.Creek,Penns Creek,,40.84769,-77.45128,40.84769,-77.45128,,,,,,,,,,,,Mouth off tunnel road,,
456,FALSE,UNT18239toPenns.Penns,UNT.18239.to.Penns.Creek,Penns Creek,,40.85288,-77.44911,40.85288,-77.44916,,,,,,,,,,,,Across Stream off campground at the end of tunnel road,,
457,FALSE,UNT18240toPenns.Penns,UNT.18240.to.Penns.Creek,Penns Creek,,40.85339,-77.45692,40.85336,-77.45869,,,,,,,,,,,,Over culvert on Tunnel Road,,
458,FALSE,UNT18352toMuddy.Muddy,UNT.18352.to.Muddy.Creek,Muddy Creek,,40.82466,-77.58454,40.8247,-77.58432,,,,,,,,,,,,Along Reeder Road by mouth at muddy creek,,
459,FALSE,UNT18355toMuddy.Muddy,UNT.18355.to.Muddy.Creek,Muddy Creek,,40.81677,-77.59179,40.81677,-77.59179,,,,,,,,,,,,At mouth,,
460,FALSE,UNT18356toMuddy.Muddy,UNT.18356.to.Muddy.Creek,Muddy Creek,,40.81653,-77.59234,40.81658,-77.59324,,,,,,,,,,,,Along Lower George Vally Rel (?) Culvert,,
461,FALSE,UNT18380toSinking.Sinking,UNT.18380.to.Sinking.Creek,Sinking Creek,,40.84251,-77.60331,40.84072,-77.64713,,,,,,,,,,,,Indian Road off 45 East,,
462,FALSE,UNT18405toBoalsGapRu.BoalsGap,UNT.18405.to.Boal.s.Gap.Run,Boals Gap Run,,40.79229,-77.66464,40.79298,-77.66102,,,,,,,,,,,,At Dogtown Road  Farmland to left,,
463,FALSE,UNT18406toBoalsGapRu.BoalsGap,UNT.18406.to.Boal.s.Gap.Run,Boals Gap Run,,40.786,-77.66308,40.78524,-77.66261,,,,,,,,,,,,Off Racetrack Road Culvert  this was a wetland,,
464,FALSE,UNT19324.WhiteDeerHole,UNT.19324,White Deer Hole Creek,,41.11324,-77.08661,41.11142,-77.090541,,,,,,,,,,,,Behind white deer hunting club,,
465,FALSE,UNT19325.WhiteDeerHole,UNT.19325,White Deer Hole Creek,,41.11173,-77.09026,41.11123,-77.09037,,,,,,,,,,,,Gap road just above mouth,,
466,FALSE,UNT19326.WhiteDeerHole,UNT.19326,White Deer Hole Creek,,41.11222,-77.09563,41.11222,-77.09563,,,,,,,,,,,,Does not exist. Potentially old bed  but has not had flow in years.,,
467,FALSE,UNT19327.WhiteDeerHole,UNT.19327,White Deer Hole Creek,,41.11023,-77.10261,41.11023,-77.10261,,,,,,,,,,,,At mouth,,
468,FALSE,UNT19333.WhiteDeerHole,UNT.19333,White Deer Hole Creek,,41.09749,-77.15968,41.09675,-77.1626,,,,,,,,,,,,100M below Dunbar Trail Bridge,,
469,FALSE,UNT20043.Loyalsock,UNT.20043,Loyalsock Creek,,41.43136,-76.71376,41.43136,-76.71376,,,,,,,,,,,,Lewis lumber property  Hillsgrove  Pa,,
470,FALSE,UNT20256.Black,UNT.20256,Black Creek,,41.59835,-76.51588,41.59749,-76.514722,,,,,,,,,,,,Confluence with Black Creek off Junks Pond Road,,
471,FALSE,UNT20348.MillMokoma,UNT.20348,Mill Creek (Mokoma),,41.43025,-76.49035,41.4313,-76.48955,,,,,,,,,,,,below stonehedge road,,
472,FALSE,UNT20356.Mill,UNT.20356,Mill Run,,41.47757,-76.47153,41.47757,-76.47153,,,,,,,,,,,,below Karge road  Flows out of  lake,,
473,FALSE,UNT20364.Loyalsock,UNT.20364,Loyalsock Creek,,41.45336,-76.44816,41.45285,-76.449293,,,,,,,,,,,,At mouth,,
474,FALSE,UNT20387.Birch,UNT.20387,Birch Creek,,41.48191,-76.34761,41.48038,-76.34287,,,,,,,,,,,,Upstream of McConnell Dam Road. Flows into beaver ponds and swamps. Lots of Sediment.,,
475,FALSE,UNT20395.Glass,UNT.20395,Glass Creek,,41.43745,-76.41526,41.43745,-76.41526,,,,,,,,,,,,Mouth,,
476,FALSE,UNT20399.Glass,UNT.20399,Glass Creek,,41.4157,-76.41052,41.4157,-76.41052,,,,,,,,,,,,Mouth,,
477,FALSE,UNT20414toLoyalsockCre.Loyalsock,UNT.20414.to.Loyalsock.Creek,Loyalsock Creek,,41.45594,-76.34903,41.457226,-76.350637,,,,,,,,,,,,White Ash Land,,
478,FALSE,UNT20415toLoyalsockCre.Loyalsock,UNT.20415.to.Loyalsock.Creek,Loyalsock Creek,,41.4585,-76.34039,41.4585,-76.34039,,,,,,,,,,,,Side Channel/Backwater now part of Loyalsock Creek,,
479,FALSE,UNT30338.Schrader,UNT.30338,Schrader Creek,,41.68882,-76.50897,41.687256,-76.505876,,,,,,,,,,,,At mouth  heavy rain day before,,
480,FALSE,UNT30340.Millstone,UNT.30340.,Millstone Creek,,41.68277,-76.51057,41.682681,-76.510084,,,,,,,,,,,,Mouth and upstream 200m  Heavy rain the day before.,,
481,FALSE,UNT30342.Millstone,UNT.30342,Millstone Creek,,41.66909,-76.51395,41.66909,-76.51395,,,,,,,,,,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,
482,FALSE,UNT30342toMillstoneCre.Millstone,UNT.30342.to.Millstone.Creek,Millstone Creek,,41.66909,-76.51395,41.66909,-76.51395,,,,,,,,,,,,Millstone Road  No outflow at mouth  this UNT has been enclosed into a spring house at the source on the mountainside.,,
